uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,facdomain,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,dataname,dataurl,datadate,pgtable,uid_merged,geom
24321,,NYCDYCD: 50860,Corporal John Ruoff Post No.632 American Legion,91-11,101st Avenue,91-11 101st Avenue,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"Greater Ridgewood Youth Council, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-12-19,dycd_facilities_otherprograms,,
73890,,NYSOMH: 463099-6841-635,TSNY Supported Housing/Adult Homes - Comm. Svcs.,,,,,Queens,4,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Transitional Services for New York Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
73492,,NYSOMH: 224099-6709-631,JBFCS - Supported Housing - Bronx - Comm. Svcs,,,,Bronx,Bronx,2,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Jewish Board of Family & Children's Services,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
75706,,"NYCHHS: 20151404867,20151404868,20151404869,20151404870,20151404871,20151404872,20151404873,20151404874,20151404967,20151404969,20151404996",Nia Community Services Network,,,,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,Comprehensive After School System (COMPASS) Sites,COMPASS Program,,,,,,,,Non-public,Nia Community Services Network,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: Financial Management System - Human Services Contracts,,NYCHHS: 2016-07-26,hhs_facilities_fmscontracts,,
16350,,,Smurfit - Stone Container Corporation,13723,Riverport Drive Suite 200,13723 Riverport Drive Suite 200,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Smurfit - Stone Container Corporation,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E6100000906BF0DFC59D56C065E84309AB604340
66874,,NYCHHS: 20150000796,"Community Counseling And Mediation Services, Inc.",,,,,,,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Mental Health Services,,,,,,,,Non-public,"Community Counseling And Mediation Services, Inc.",Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCHHS,NYCHHS: Financial Management System - Human Services Contracts,,NYCHHS: 2016-07-26,hhs_facilities_fmscontracts,,
24529,,,"Brick Theater, Inc.",,,P.O. Box 1851,Brooklyn,Brooklyn,3,10101,,,,,,,,,,,Libraries and Cultural Programs,Cultural Institutions,Other Cultural Institutions,Theater,,,,,,,,Non-public,"Brick Theater, Inc.",Non-public,NYCDCLA: City,NYC Department of Cultural Affairs,NYCDCLA,NYCDCLA,NYCDCLA: DCLA Cultural Organizations,NYCDCLA: https://data.cityofnewyork.us/Recreation/DCLA-Cultural-Organizations/u35m-9t32,NYCDCLA: 2017-04-07,dcla_facilities_culturalinstitutions,,
60229,,NYCHHS: CT126020160001279,"Goodwill Industries Of Greater New York And Northern New Jersey, Inc.",,,,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"Goodwill Industries Of Greater New York And Northern New Jersey, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-07-26,hhs_facilities_financialscontracts,,
24342,,,"L V Company, Inc.",,,P O Box 7 Route 329,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,"L V Company, Inc.",Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E6100000088369FB8BDE52C0F82D4AB8DB5B4440
73738,,NYSOMH: 344099-7401-646,PSCH SH PC Long Stay - Manhattan - Comm. Svcs,,,,New York,Manhattan,1,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,PSCH Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
16367,,,Scs Trucking Corp.,103,Harbor Rd,103 Harbor Rd,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Scs Trucking Corp.,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E61000005E78879BAF6B52C0FD8260F80D6C4440
73494,,NYSOMH: 224099-6709-044,Kingsbridge Road CR/SRO,,,,Bronx,Bronx,2,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Jewish Board of Family & Children's Services,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
3876,,,Yeshiva Of Far Rockaway,802,Hicksville Road,802 Hicksville Road,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"Jewish Services Coalition, Inc",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-12-19,dycd_facilities_otherprograms,,
24320,,NYCDYCD: 31219,Chinese American Planning Council,136-18,39th Avenue,136-18 39th Avenue,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,Chinese American Planning Council,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-12-19,dycd_facilities_otherprograms,,
70950,,NYCHHS: CT126020151407382,Reel Stories Teen Filmmaking Inc.,,,,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,Comprehensive After School System (COMPASS) Sites,COMPASS Program,,,,,,,,Non-public,Reel Stories Teen Filmmaking Inc.,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-07-26,hhs_facilities_financialscontracts,,
19447,,,Romare Bearden Foundation,2090,Adam Clayton Powell,2090 Adam Clayton Powell,New York,Manhattan,1,10027,,,,,,,,,,,Libraries and Cultural Programs,Cultural Institutions,Other Cultural Institutions,Visual Arts,,,,,,,,Non-public,Romare Bearden Foundation,Non-public,NYCDCLA: City,NYC Department of Cultural Affairs,NYCDCLA,NYCDCLA,NYCDCLA: DCLA Cultural Organizations,NYCDCLA: https://data.cityofnewyork.us/Recreation/DCLA-Cultural-Organizations/u35m-9t32,NYCDCLA: 2017-04-07,dcla_facilities_culturalinstitutions,,
73363,,NYCHHS: 20151416699,Community Service Society Of New York Inc,,,,,,,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Assertive Community Treatment Mental Health,,,,,,,,Non-public,Community Service Society Of New York Inc,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCHHS,NYCHHS: Financial Management System - Human Services Contracts,,NYCHHS: 2016-07-26,hhs_facilities_fmscontracts,,
6496,,,Khc Equipment Inc.,16,Covert Avenue,16 Covert Avenue,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Khc Equipment Inc.,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E610000060CD541A066C52C0A09DA7B68E5D4440
21564,,NYSOPRHP: 06NR05606,Old Orchard Shoal Light Station,,,,Staten Island,Staten Island,5,,,,,,,,,,,,"Parks, Gardens, and Historical Sites",Historical Sites,Historical Sites,State Historic Place,,,,,,,,Non-public,Not Available,Non-public,NYSOPRHP: State,"NYS Office of Parks, Recreation and Historic Preservation",NYSOPRHP,NYSOPRHP,NYSOPRHP: National Register of Historic Places,NYSOPRHP: https://data.ny.gov/Recreation/tiol-Register-of-Historic-Places/iisn-hnyv,NYSOPRHP: 2015-12-18,nysparks_facilities_historicplaces,,0101000020E61000004A7B832F4C8652C0083853CC99414440
73485,,NYSOMH: 209099-7720-647,(BX) ICL SH/Bronx-Comm. Svcs.,,,,Bronx,Bronx,2,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Institute for Community Living Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
4640,,,"Express Waste Services, LLC",614,Frelinghuysen Avenue,614 Frelinghuysen Avenue,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,"Express Waste Services, LLC",Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E61000005C713F63958C52C037535DC0A6594440
75927,,NYCHHS: 20150001021,NYsarc Inc Ahrc New York City,,,,,,,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Developmental Disabilities Program Grant Mental Health,,,,,,,,Non-public,NYsarc Inc Ahrc New York City,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCHHS,NYCHHS: Financial Management System - Human Services Contracts,,NYCHHS: 2016-07-26,hhs_facilities_fmscontracts,,
75004,,NYCHHS: CT126020151401741,"Immigrant Social Services, Inc.",,,,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,Comprehensive After School System (COMPASS) Sites,COMPASS Program,,,,,,,,Non-public,"Immigrant Social Services, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-07-26,hhs_facilities_financialscontracts,,
19597,,,"TonalMotion, Inc.",,,P.O. Box 320668,Brooklyn,Queens,4,11232,,,,,,,,,,,Libraries and Cultural Programs,Cultural Institutions,Other Cultural Institutions,New Media,,,,,,,,Non-public,"TonalMotion, Inc.",Non-public,NYCDCLA: City,NYC Department of Cultural Affairs,NYCDCLA,NYCDCLA,NYCDCLA: DCLA Cultural Organizations,NYCDCLA: https://data.cityofnewyork.us/Recreation/DCLA-Cultural-Organizations/u35m-9t32,NYCDCLA: 2017-04-07,dcla_facilities_culturalinstitutions,,
5609,,NYCDYCD: 31332,IS 204 Oliver W Holmes (Q204),36-41,28 STREET,36-41 28 STREET,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"City Year, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-12-19,dycd_facilities_otherprograms,,
19272,,NYCDYCD: 28578,Intermediate School 43,160,Beach 29th Street,160 Beach 29th Street,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Beacon Community Center Program,,,,,,,,Non-public,The Child Center of NY,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-12-19,dycd_facilities_otherprograms,,
20561,,,Van Trans LLC (B2192),600,Hempstead Turnpike,600 Hempstead Turnpike,,,,11003,,,,,,,,,,,Core Infrastructure and Transportation,Transportation,Bus Depots and Terminals,School Bus Depot,,,,,,,,Non-public,Van Trans LLC (B2192),Non-public,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDOE: Routes,NYCDOE: https://data.cityofnewyork.us/Transportation/Routes/8yac-vygm,NYCDOE: 2017-05-01,doe_facilities_busroutesgarages,,0101000020E61000000F519E98F56C52C032AA2D56D45A4440
15982,,,"Waste Solutions Of Li, Inc.",847,11th Street,847 11th Street,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,"Waste Solutions Of Li, Inc.",Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E6100000149B7ACE734752C088C045546C654440
75130,,NYCHHS: CT106820171403592,Babove 42,1363-50,Street,1363-50 Street,Brooklyn,Brooklyn,,11219,,,,,,,,,,,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,B'Above Worldwide Institute Inc,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-07-26,hhs_facilities_financialscontracts,,
75574,,NYCHHS: CT126020170001517,"University Settlement Society Of New York, Inc.",,,,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Cornerstone Community Center Program,,,,,,,,Non-public,"University Settlement Society Of New York, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-07-26,hhs_facilities_financialscontracts,,
4717,,,"Environmental Energy Recycling Corp,LLC",1,Tanglewood Drive,1 Tanglewood Drive,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,"Environmental Energy Recycling Corp,LLC",Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E6100000C4A681C306A452C090C343B19A4E4440
2065,,NYCDOHMH: DC21977,Richmond Hill Day Care,,,115-24A Myrtle Avenue,Richmond Hill,Queens,4,11418,,,,,,,,,,,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Group Day Care - Preschool,NYCDOHMH: 28,,NYCDOHMH: Seats Based on Sq Ft,,,,,Non-public,Richmond Hill Day Care Inc.,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCDOHMH,NYCDOHMH: DOHMH Childcare Center Inspections,NYCDOHMH: https://data.cityofnewyork.us/Health/DOHMH-Childcare-Center-Inspections/dsg6-ifza,NYCDOHMH: 2017-05-12,dohmh_facilities_daycare,,
73337,,NYSOMH: 463099-6841-014,Hazel House,,,,,Queens,4,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Transitional Services for New York Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
2280,,NYCACS: 1601784,Traditional Educational Ctr,,,1469b Broadway,Brooklyn,Brooklyn,3,,,,,,,,,,,,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Child Care,NYCACS: 127,,NYCACS: Seats in Contract,,,,,Non-public,"Traditional Day Care Center, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2017-01-03,acs_facilities_daycareheadstart,,
46994,,NYCHHS: CT126020151419726,"Ridgewood Bushwick Senior Citizens Council, Inc.",,,,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,Comprehensive After School System (COMPASS) Sites,COMPASS Program,,,,,,,,Non-public,"Ridgewood Bushwick Senior Citizens Council, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-07-26,hhs_facilities_financialscontracts,,
6651,,,Misael Figueroa D/B/A Figueroa M. Landscaping,207,Mott Ave,207 Mott Ave,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Misael Figueroa D/B/A Figueroa M. Landscaping,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E6100000D8174517AB6F52C0F0243E272D4F4440
24436,,NYCDYCD: 32030,Korean American Family Service Center,147-29,Elm Avenue,147-29 Elm Avenue,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,The Korean American Family Services Center,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-12-19,dycd_facilities_otherprograms,,
73732,,NYSOMH: 046099-6142-022,Herkimer Street Residence,,,,Brooklyn,Brooklyn,3,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,The Bridge Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
73768,,NYSOMH: 109099-7422-021,East 11th St,,,,New York,Manhattan,1,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Community Access Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
72547,,NYSOMH: 046099-6142-636,Bridge SH/2005 Initiative/Bronx - Comm. Svcs,,,,Bronx,Bronx,2,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,The Bridge Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
